date,23,25,31
Barcelona,4.810182712,10.67132971,29.89184971
Central-sin-Igua,5.433466076,7.923804694,23.31862524
Girona,3.333492071,4.404971665,11.42911567
Lleida-Pir,1.866032838,4.665082094,12.82897576
Tarragona,0.674091788,1.348183575,6.066826089
Ebre,0.549239304,0.549239304,2.746196518
Igualada,51.42857143,61.42857143,107.1428571
Perpignan,1.264616863,1.47538634,2.950772681
