country,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
Algeria,0,0.3181818181818181,0.48275862068965525,0.22093023255813948,0.23809523809523814,0.1692307692307693,0.13815789473684204,0.11560693641618491,0.06217616580310881,0.14634146341463405,0.08936170212765959,0.07421875,0.06545454545454543,0.06825938566552892,0.04153354632587858,0.030674846625766916,0.03571428571428581,0.04597701149425282,0.008241758241758212,0.021798365122615904,0.02400000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,0,0.08333333333333326,0.10256410256410264,0.023255813953488413,0.09090909090909083,0.16666666666666674,0.125,0.1428571428571428,0.13888888888888884,0.012195121951219523,0.0843373493975903,0.07777777777777772,0.05154639175257736,0.08823529411764697,0.03603603603603611,0.06956521739130439,0.04878048780487809,0.023255813953488413,0.030303030303030276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,0,0.18367346938775508,0.17241379310344818,0.2647058823529411,0.2558139534883721,0.18518518518518512,0.140625,0.08219178082191791,0.06329113924050622,0.1071428571428572,0.09677419354838701,0.07843137254901955,0.1045454545454545,0.1234567901234569,0.08058608058608052,0.08135593220338988,0.056426332288401326,0.03857566765578646,0.05142857142857138,0.04347826086956519,0.0234375,0.04325699745547085,0.051219512195122,0.0278422273781902,0.020316027088036037,0.03982300884955747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,0,0.17948717948717952,0.08695652173913038,0.19999999999999996,0.25,0.1200000000000001,0.08333333333333326,0.10989010989010994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,0,0.8108108108108107,0.11940298507462677,0.17333333333333334,0.38636363636363646,0.459016393442623,0.2359550561797752,0.3136363636363637,0.2214532871972319,0.22096317280453248,0.19025522041763332,0.3742690058479532,0.1744680851063829,0.22101449275362328,0.13056379821958464,0.12248468941382318,0.12782540919719398,0.1278507256392536,0.24693627450980382,0.10073710073710074,0.12633928571428577,0.19659135949266737,0.10831401126200735,0.07591153616258217,0.08416666666666672,0.06507814501665377,0.0680779408227088,0.0939189189189189,0.0630018529956764,0.05616889405384473,0.04217861727489458,0.025514692943867656,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,0,0.28260869565217384,0.30508474576271194,0.19480519480519476,0.2065217391304348,0.22522522522522515,0.1691176470588236,0.26415094339622636,0.19402985074626855,0.3500000000000001,0.10802469135802473,0.23955431754874645,0.09213483146067425,0.16049382716049387,0.2163120567375887,0.19387755102040827,0.15995115995116005,0.11263157894736842,0.06338694418164614,0.08807829181494653,0.08585445625511046,0.1536144578313252,0.13315926892950403,0.10829493087557607,0.11278586278586289,0.09948622139187302,0.04587935429056933,0.050771730300568585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada-Ontario,0,0.43243243243243246,0.26415094339622636,0.4029850746268657,0.26595744680851063,0.26050420168067223,0.020000000000000018,0,0.30718954248366015,0.1100000000000001,0.13963963963963955,0.08300395256916993,0.06204379562043805,0.1477663230240549,0.15269461077844304,0.2727272727272727,0.06938775510204076,0.07633587786259532,0.0478723404255319,0.055837563451776706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada-Quebec,0,0.6944444444444444,0.2295081967213115,0.2533333333333334,0.2872340425531914,0.2396694214876034,0.16666666666666674,0.2342857142857142,0.1157407407407407,0.19917012448132776,0.13494809688581322,0.09756097560975618,0.20833333333333326,0.11954022988505741,0.29363449691991783,0.09206349206349196,0,0.19186046511627897,0.1451219512195121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,0,0.16216216216216206,0.11627906976744184,0.1875,0.14035087719298245,0.12307692307692308,0.09589041095890405,0.02499999999999991,0.12195121951219523,0.021739130434782705,0.11702127659574457,0.10476190476190483,0.0862068965517242,0.05555555555555558,0.04511278195488733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China-Hubei,0,0.30000000000000004,0.46153846153846145,0.644736842105263,0,0.29600000000000004,0.2592592592592593,0.22058823529411775,0.4056224899598393,0.18285714285714283,0.15700483091787443,0.14613778705636737,0.12568306010928953,0.13106796116504849,0.11587982832618016,0.1166666666666667,0.11825487944890933,0.0965092402464065,0,0.22659176029962547,0.11221374045801524,0.09540150995195606,0.06265664160400997,0.05483490566037741,0.07378423700391279,0.05622071837584586,0.0566781665845244,0,0.09421641791044766,0,0.06351236146632555,0.027254509018036055,0.020288724151385162,0.009942638623327005,0.015524422567209317,0.016778523489932917,0.01246791345801257,0.01521187975371241,0.011416339636104222,0.012698412698412653,0.01079763148728663,0.009993108201240553,0.00955305356533609,0.009124704291990637,0.007367716008037428,0.005319148936170137,0.007275132275132323,0.0032829940906107247,0.0019633507853402676,0.004245591116917025,0.003252032520325132,0.004538087520259415,0.0038722168441431837,0.003535840565734416,0.002562459961563013,0.000958466453674145,0.0019150973507819913
Colombia,0,0.08695652173913038,0.08000000000000007,0.2777777777777777,0.1594202898550725,0.25,0.09000000000000008,0.02752293577981657,0.1339285714285714,0.03149606299212593,0.0992366412213741,0.0625,0,0.16993464052287588,0.05586592178770955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,0,0.1282051282051282,0.20454545454545459,0.1132075471698113,0.13559322033898313,0.16417910447761197,0.1282051282051282,0.125,0.13131313131313127,0.0625,0.08403361344537807,0.06976744186046502,0.03623188405797095,0.12587412587412583,0.03105590062111796,0.01807228915662651,0.023668639053254337,0.046242774566473965,0.027624309392265234,0.043010752688172005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,0,0.2682926829268293,0.25,0.10769230769230775,0.06944444444444442,0.16883116883116878,0.15555555555555545,0.1826923076923077,0.13008130081300817,0.15827338129496393,0.11180124223602483,0.04469273743016755,0.0855614973262031,0.07389162561576357,0.08715596330275233,0.04219409282700415,0.05263157894736836,0.050000000000000044,0.04395604395604402,0.04912280701754379,0.03344481605351168,0.03883495145631066,0.04672897196261672,0.029761904761904656,0.026011560693641522,0.025352112676056304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,0,0.07692307692307687,0.2142857142857142,0.11764705882352944,0.05263157894736836,0.1333333333333333,0,0.2058823529411764,0.04878048780487809,0.13953488372093026,0.1020408163265305,0.09259259259259256,0.06779661016949157,0.0714285714285714,0.28148148148148144,0.023121387283236983,0.03389830508474567,0.032786885245901676,0.03703703703703698,0.020408163265306145,0.08499999999999996,0.041474654377880116,0.03982300884955747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,0,0.33333333333333326,0.20833333333333326,0.034482758620689724,0.25,0.24,0.29032258064516125,0.20833333333333326,0.18620689655172407,0.04651162790697683,0.061111111111111116,0,0.2670157068062826,0.12396694214876036,0.09191176470588225,0.06060606060606055,0.05714285714285716,0.06606606606606613,0.03943661971830981,0.051490514905149,0.038659793814433074,0.04466501240694787,0.08313539192399055,0.03947368421052633,0.06962025316455689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,0,0.11111111111111116,0.02499999999999991,0.12195121951219523,0.13043478260869557,0.11538461538461542,0.13793103448275867,0.07575757575757569,0.09859154929577474,0.08974358974358965,0.10588235294117654,0.0957446808510638,0.14563106796116498,0.14406779661016955,0.08148148148148149,0.08904109589041087,0.03144654088050314,0.08536585365853666,0.028089887640449396,0.0710382513661203,0.04591836734693877,0.09268292682926838,0.06696428571428581,0.046025104602510414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,0,0.050000000000000044,0.1428571428571428,0.02083333333333326,0.1428571428571428,0.0535714285714286,0.0847457627118644,0.125,0.04166666666666674,0.09333333333333327,0.09756097560975618,0.04444444444444451,0.042553191489361764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,0,0.27083333333333326,0.29508196721311486,0.1518987341772151,0.39560439560439553,0.16535433070866135,0.18243243243243246,0.39428571428571435,0.5245901639344261,0.20967741935483875,0.24888888888888894,0.19928825622775803,0.27596439169139475,0.2790697674418605,0.20999999999999996,0.27422990232907596,0.1762971698113207,0.15989974937343354,0.12618841832324978,0.16039907904835005,0.16501322751322745,0.14447913709906324,0.3360615079365079,0.20790792648969747,0.16182572614107893,0.06851851851851842,0.10311958405545929,0.1590169453484458,0.05238187451587906,0.1233784156776152,0.08083538083538078,0.04811699628703492,0.04055812608444187,0.039880497464044984,0.05091200641411109,0.09142348528196331,0.043863225956777496,0.04246651785714284,0.03436646860446446,0.020441960358122513,0.027741150218074884,,,,,,,,,,,,,,,,
Germany,0,0.5227272727272727,0.25373134328358216,0.11904761904761907,0.3085106382978724,0.2764227642276422,0.3121019108280254,0.296116504854369,0.2808988764044944,0.26608187134502925,0.23094688221709014,0.21013133208255153,0.20155038759689914,0.1870967741935483,0.20326086956521738,0.1517615176151761,0.13254901960784315,0.09695290858725758,0.14267676767676774,0.1138121546961326,0.1651785714285714,0.10983397190293731,0.06137322593018801,-0.011203469461510629,0.10453216374269014,0.056915949702184054,0.031308703819661776,0.15482695810564673,0.06519453207150372,0.07403751233958533,0.024586397058823595,0.028481722359273487,0.06018316615787178,,,,,,,,,,,,,,,,,,,,,,,,
Greece,0,0.17948717948717952,0.0652173913043479,0.04081632653061229,0.03921568627450989,0.18867924528301883,0.0793650793650793,0.07352941176470584,0.08219178082191791,0.025316455696202445,0.024691358024691468,0.04819277108433728,0.05747126436781613,0.010869565217391353,0.053763440860215006,0.010204081632652962,0.02020202020202011,0.00990099009900991,0.02941176470588225,0.02857142857142847,0.0185185185185186,0.027272727272727337,0.026548672566371723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,0,0.23684210526315796,0.23404255319148937,0.13793103448275867,0.16666666666666674,0.10389610389610393,0.16470588235294126,0.101010101010101,0.11926605504587151,0.09836065573770503,0.05970149253731338,0.09859154929577474,0.10256410256410264,0.09883720930232553,0.05291005291005302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,0,0.24137931034482762,0,0.19444444444444442,0.15116279069767447,0.3737373737373737,0.10294117647058831,0.18666666666666676,0.2696629213483146,0.08849557522123885,0.1707317073170731,0.14930555555555558,0.08157099697885206,0.0977653631284916,0.03053435114503822,0.10617283950617273,0.0848214285714286,0.07201646090534974,0.07293666026871404,0.05903398926654746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,0,0.26315789473684204,0.02083333333333326,0.12244897959183665,0.05454545454545445,0.3448275862068966,0.11538461538461542,0.17241379310344818,0.11764705882352944,0.07017543859649122,0.11475409836065564,0.15441176470588225,0.08280254777070062,0.06470588235294117,0.05524861878453047,0.03664921465968596,0.05555555555555558,0.05741626794258381,0.08597285067873295,0.16666666666666674,0.09285714285714275,0.06862745098039214,0.1406727828746177,0.06970509383378021,0.15037593984962405,0.02178649237472774,0.05756929637526653,0.048387096774193505,0.028846153846153744,0.08785046728971957,0.013745704467353903,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,0,0.2558139534883721,0.22222222222222232,0.16666666666666674,0.19480519480519476,0.16304347826086962,0.1588785046728971,0.1693548387096775,0.33793103448275863,0.22164948453608257,0.2278481012658229,0.21649484536082464,0.21186440677966112,0.1981351981351982,0.188715953307393,0.18494271685761055,0.17817679558011057,0.1582649472450175,0.14878542510121462,0.13127753303964762,0.1160436137071652,0.08583391486392178,0.08290488431876608,0.07537091988130573,0.06732891832229582,0.07394002068252337,0.07558979297063062,0.0644583706356312,0.058452481076535,0.04886769964243154,0.04431818181818192,0.05114254624591941,0.04761904761904767,0.040843214756258295,0.042405063291139244,0.04796599878567087,0.04374275782155279,0.037746322509020214,0.035571008290986805,0.03125,0.029301277235161516,0.029683698296836925,0.029536862003780806,0.026853339453752678,0.02481001341081801,0.021374045801526798,0.02007260303224423,0.019258949131254033,0.018278907373177278,0.014723678902783366,0.017292784734645128,0.01778038296209461,,,,,
Ireland,0,0.2777777777777777,0.17391304347826098,0.3148148148148149,0.19718309859154926,0.15294117647058814,0.22448979591836737,0.1416666666666666,0.15328467153284664,0.10126582278481022,0.2068965517241379,0.11904761904761907,0.11914893617021272,0.09125475285171092,0.11498257839721249,0.043749999999999956,0.09281437125748493,0.11232876712328776,0.09359605911330049,0.09459459459459452,0.09053497942386834,0.07735849056603783,0.06830122591943955,0.1262295081967213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,0,0.11111111111111116,0.10000000000000009,0.11363636363636354,0.16326530612244894,0.14035087719298245,0.12307692307692308,0.17808219178082196,0.10465116279069764,0.06315789473684208,0.01980198019801982,0.12621359223300965,0.06034482758620685,0.05691056910569103,0.0923076923076922,0.06338028169014076,0.08609271523178808,0.04878048780487809,0.029069767441860517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,0,0.2682926829268293,0.5192307692307692,0.35443037974683533,0.3831775700934579,0.33108108108108114,0.18274111675126914,0.5708154506437768,0.26502732240437155,0.36285097192224613,0.3106180665610143,0.22853688029020547,0.24606299212598426,0.1382306477093207,0.2553782095766828,0.19292426755113312,0.159870250231696,0.18977227327207347,0.1433848220282068,0.1841409691629956,0.1966765873015872,0.13492227979274607,0.10975164353542732,0.12226427513575788,0.10014662756598236,0.09489537518325997,0.11186853317102852,0.09732866214144953,0.0754265190062855,0.07533166341961217,0.0722111983435425,0.05849694238815584,0.0577727099961991,0.05504850880344958,0.046386485934200694,0.03417523759927099,0.04003273116384465,0.03655510500514425,0.031645939160390046,0.0345237421472635,0.031183325127195127,0.0328399384582736,0.022138894596260617,0.028443640383938984,0.029416076227705812,0.02743627474248833,0.02425502425502435,0.025935949481280973,0.021191470652890843,0.01864209755887547,0.019188503803888368,,,,,,
Japan,0,0.024390243902439046,0.023809523809523725,0.04651162790697683,0.04444444444444451,0.042553191489361764,0.061224489795918435,0.03846153846153855,0,0.03703703703703698,0.017857142857142794,0.08771929824561409,0.016129032258064502,0.22222222222222232,0,0.10389610389610393,0.08235294117647052,0.010869565217391353,0.010752688172043001,0.05319148936170204,0,0.09090909090909083,0.13888888888888884,0.16260162601626016,0.020979020979021046,0.2191780821917808,0.0674157303370786,0.16842105263157903,0.06306306306306309,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea South,0,0.023809523809523725,0.11627906976744184,0.04166666666666674,0.06000000000000005,0.018867924528301883,0.11111111111111116,0.10000000000000009,0,0.09090909090909083,0.04166666666666674,0,0.08000000000000007,0.03703703703703698,0.08333333333333326,0.03296703296703307,0.0851063829787233,0.08823529411764697,0,0.08108108108108114,0.050000000000000044,0.039682539682539764,0.06106870229007644,0.03597122302158273,0.05555555555555558,0.03947368421052633,0.025316455696202445,0.0185185185185186,0.024242424242424176,0.029585798816567976,0.01724137931034475,0.03389830508474567,0.016393442622950838,0.032258064516129004,0.04166666666666674,0.020000000000000018,0.019607843137254832,0.014423076923076872,0.014218009478673022,0.014018691588784993,0.02304147465437789,0.013513513513513598,0.01777777777777767,0.004366812227074135,0.008695652173912993,0.008620689655172376,0.008547008547008517,,,,,,,,,,
Mexico,0,0.3513513513513513,0.19999999999999996,0.31666666666666665,0.1898734177215189,0.32978723404255317,0.1279999999999999,0.23404255319148937,0.11494252873563227,0.2010309278350515,0.1716738197424892,0.08424908424908417,0.12162162162162171,0.22289156626506035,0.10591133004926112,0.08240534521158138,0.1234567901234569,0.19047619047619047,0.055384615384615365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,0,0.08333333333333326,0.1282051282051282,0.09090909090909083,0.22916666666666674,0.18644067796610164,0.1428571428571428,0.125,0.03333333333333344,0.043010752688172005,0.10309278350515472,0.03738317757009346,0.06306306306306309,0.06779661016949157,0,0.007936507936507908,0.023622047244094446,0.03846153846153855,0.014814814814814836,0.029197080291970767,0.014184397163120588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,0,0.34883720930232553,0.31034482758620685,0.39473684210526305,0.28301886792452824,0.3161764705882353,0.1899441340782122,0.295774647887324,0.28985507246376807,0.2191011235955056,0.25806451612903225,0.1703296703296704,0.20657276995305174,0.12062256809338523,0.20254629629629628,0.12897016361886426,0.1415174765558398,0.11053024645257659,0.11028917283120387,0.06965475469412485,0.057191392978482414,0.12533476164970536,0.06996668253212746,0.06583629893238441,0.04799666110183631,0.05256869772998796,0.03556564510026483,0.03142126415783708,0.04321643641516126,0.06417657045840408,0.05775366943203575,0.04343891402714939,0.04105232726221453,0.023049153013051882,0.01818675352877297,,,,,,,,,,,,,,,,,,,,,,
Norway,0,0.1282051282051282,0.13636363636363646,0.17999999999999994,0.05084745762711873,0.14516129032258074,0.07042253521126751,0.17105263157894735,0.1348314606741574,0.06930693069306937,0.04629629629629628,0.053097345132743445,0.07563025210084029,0.046875,0.03731343283582089,0.07913669064748197,0.01333333333333342,0.05921052631578938,0.01863354037267073,0.0060975609756097615,0.09696969696969693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,0,0.02499999999999991,0.14634146341463405,0.12765957446808507,0.07547169811320753,0.07017543859649122,0.06557377049180335,0.01538461538461533,0.303030303030303,0.058139534883721034,0.0219780219780219,0.032258064516129004,0.15625,0.15315315315315314,0.0546875,0.059259259259259345,0.1748251748251748,0.04761904761904767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,0,0.10810810810810811,0.12195121951219523,0.17391304347826098,0.0185185185185186,0.07272727272727275,0.06779661016949157,0.04761904761904767,0.1212121212121211,0.06756756756756754,0.10126582278481022,0.08045977011494254,0.010638297872340496,0.08421052631578951,0.058252427184465994,0.06422018348623859,0.034482758620689724,0.050000000000000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,0,0.44736842105263164,0.10909090909090913,0.19672131147540983,0.13698630136986312,0.10843373493975905,0.16304347826086962,0.13084112149532712,0.14049586776859502,0.2246376811594204,0.07100591715976323,0.06629834254143652,0.11917098445595853,0.06481481481481488,0.10434782608695659,0.07874015748031504,0.0948905109489051,0.15999999999999992,0.14942528735632177,0.11250000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
