period,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
infection-to-death_Japan_65-75,0.000855,0.003755,0.00944,0.02084,0.037955,0.058975,0.07899,0.090415,0.09117,0.083865,0.074085,0.065545,0.06016,0.056495,0.053415,0.04935,0.04398,0.0382,0.03127,0.023815,0.01613,0.00914,0.00435,0.001425,0.00038
