period,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
infection-to-death_Japan_85-95,0.00012,0.00117,0.00419,0.01103,0.02692,0.05114,0.07388,0.08803,0.09433,0.09448,0.09083,0.08448,0.07673,0.06843,0.05948,0.04988,0.03978,0.0298,0.02085,0.01375,0.0087,0.0053,0.00315,0.0018,0.001,0.0005,0.0002,0.00005
