period,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
infection-to-death_65-75_Lancet,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228,0.002211,0.0074,0.015513,0.029448,0.049806,0.068592,0.07857,0.081199,0.07874,0.073885,0.068585,0.064385,0.061332,0.05784,0.05296,0.047749,0.042205,0.035907,0.02875,0.02113,0.014415,0.00946,0.00581,0.00356,0.00206,0.00122,0.00066,0.0003,0.000095,0,0,0,0,0,0,0,0
