country,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Madrid,0,44.6,67.9,56.6,31.5,26.8,9.9,27.7,26.1,28,27,23.7,21.5,18.9,14.5,15.4
Lombardia,0,32.7,34.2,37.8,14.1,73.4,24.7,40.5,31.8,20.6,19.6,8.5,26.1,16.6,15.5,19.5
Occitanie,0,12.5,20,13,9.8,7.5,12.5,8.6,20.5,13.2,10.8,12,6,8.9,5.2,7.7
Perpignan,0,,,,,,,,,,,,,,,
Grand-Est,0,13.3,19.6,23,24,12.9,119,17.8,23.6,21.5,24.3,14.6,13.8,14.7,7.8,12.6
