country,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Madrid,0,0.4464285714285714,0.6790123456790123,0.5661764705882353,0.31455399061032874,0.2678571428571428,0.09859154929577474,0.2769230769230768,0.2610441767068272,0.28025477707006363,0.2699004975124377,0.23702252693437798,0.21536025336500386,0.18892508143322484,0.14520547945205475,0.1540669856459329
Lombardia,0,0.3272727272727274,0.34246575342465757,0.37755102040816335,0.14074074074074083,0.7337662337662338,0.247191011235955,0.4054054054054055,0.31837606837606836,0.20583468395461924,0.196236559139785,0.08539325842696632,0.26086956521739135,0.1658456486042692,0.15492957746478875,0.19451219512195128
Occitanie,0,0.125,0.19999999999999996,0.12962962962962954,0.09836065573770503,0.07462686567164178,0.125,0.08641975308641969,0.20454545454545459,0.13207547169811318,0.10833333333333339,0.12030075187969924,0.06040268456375841,0.08860759493670889,0.05232558139534893,0.07734806629834257
Perpignan,0,,,,,,,,,,,,,,,
Grand-Est,0,0.1333333333333333,0.196078431372549,0.2295081967213115,0.24,0.12903225806451624,1.1904761904761907,0.17826086956521747,0.23616236162361615,0.21492537313432836,0.2432432432432432,0.1462450592885376,0.13793103448275867,0.14696969696969697,0.0779392338177014,0.12622549019607843
