day,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
low-4d,3,3,3,4,4,5,7,8,11,15,21,29,47,75,114,169,244,300,364,436,514,597,685,774,864,950,1029,1101,1160,1206,1237,1250,1246
Cat-sin-Igua_low-4d,0,0,0,0,1,0,0,19,29,44,78,134,166,229,361,460,586,713,801,913,1092,1177,1311,1454,1527,1564,1601,1671,1738,1794,1843,1924,2034
