day,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
values,,0,0.29,0.12,0.44,0.19,0.3,0.04,0.46,0.37,0.28,0.29,0.32,0.13,0.55,0.22,0.34,0.28,0.19,0.18,0.08,0.23,0.15,0.14,0.18,0.1,0.16,0.19,0.11,0.09,0.1,0.03,0.03
